step,loss,lr,vram_gb
5307,1.331930851712823,9.570350934732699e-05,3.211413504
5308,1.3320317711681127,9.570022958346999e-05,3.211943936
5309,1.3323384657874704,9.569694981961299e-05,3.214758912
5310,1.3323237104341388,9.569367005575599e-05,3.213453824
5311,1.3320967534929513,9.569039029189899e-05,3.21171456
5312,1.332015753313899,9.5687110528042e-05,3.214075392
5313,1.3316748689115048,9.568383076418498e-05,3.213367808
5314,1.3317732443287968,9.568055100032798e-05,3.211552768
5315,1.3317440405488015,9.567727123647097e-05,3.221430784
5316,1.331451791152358,9.567399147261397e-05,3.217377792
5317,1.3315127439424395,9.567071170875698e-05,3.211332608
5318,1.332090542986989,9.566743194489998e-05,3.209872896
5319,1.3321794201619923,9.566415218104297e-05,3.211445248
5320,1.3323221028782428,9.566087241718597e-05,3.222793728
5321,1.331795600298792,9.565759265332897e-05,3.2133632
5322,1.3314817755110562,9.565431288947197e-05,3.213925888
5323,1.3310636205039919,9.565103312561496e-05,3.220571648
5324,1.3311270614154638,9.564775336175796e-05,3.226146304
5325,1.331018598638475,9.564447359790095e-05,3.2133632
5326,1.3310347917489707,9.564119383404395e-05,3.212793344
5327,1.3309182059951126,9.563791407018695e-05,3.21572864
5328,1.3306906661763787,9.563463430632995e-05,3.213709824
5329,1.3303459435328842,9.563135454247296e-05,3.21433344
5330,1.3305662110820413,9.562807477861594e-05,3.210041856
5331,1.3305801754817366,9.562479501475895e-05,3.212192256
5332,1.330819644164294,9.562151525090193e-05,3.212155904
5333,1.3304819265566765,9.561823548704494e-05,3.211413504
5334,1.3308415408991277,9.561495572318794e-05,3.213211136
5335,1.3308194009028376,9.561167595933094e-05,3.21484288
5336,1.3305598730035126,9.560839619547393e-05,3.21393664
5337,1.3306192050501704,9.560511643161693e-05,3.220694528
5338,1.3304999345541,9.560183666775993e-05,3.210609152
5339,1.3307599609717726,9.559855690390292e-05,3.213930496
5340,1.3306100006774069,9.559527714004592e-05,3.224943616
5341,1.3302361905574798,9.559199737618892e-05,3.212182016
5342,1.33014926943928,9.558871761233191e-05,3.225073664
5343,1.33026567267254,9.558543784847491e-05,3.229540352
5344,1.3297915663383901,9.558215808461791e-05,3.2116736
5345,1.3297350473701954,9.557887832076092e-05,3.2244992
5346,1.3298276016116142,9.557559855690392e-05,3.207366144
5347,1.3294085962325335,9.55723187930469e-05,3.213472256
5348,1.3294034218601882,9.556903902918989e-05,3.211892736
5349,1.3299442758969962,9.55657592653329e-05,3.22109952
5350,1.3301806866563857,9.55624795014759e-05,3.222487552
5351,1.329876418672502,9.55591997376189e-05,3.207356416
5352,1.33029833573848,9.55559199737619e-05,3.213343232
5353,1.3302520785853267,9.555264020990489e-05,3.211349504
5354,1.3301399637013673,9.554936044604789e-05,3.211516928
5355,1.3304678244516253,9.554608068219089e-05,3.212825088
5356,1.33108271997422,9.554280091833388e-05,3.21379328
5357,1.3309595181047917,9.553952115447688e-05,3.207373312
5358,1.3309578084759415,9.553624139061988e-05,3.22330624
5359,1.3304255213029683,9.553296162676287e-05,3.213715968
5360,1.3305682695657015,9.552968186290587e-05,3.229202432
5361,1.3306100675463677,9.552640209904887e-05,3.212511232
5362,1.3309769381210208,9.552312233519188e-05,3.211416064
5363,1.3310287001356482,9.551984257133488e-05,3.212289024
5364,1.3304109078273176,9.551656280747787e-05,3.218907136
5365,1.330590146370232,9.551328304362085e-05,3.227538944
5366,1.3310174787417055,9.551000327976386e-05,3.210926592
5367,1.331153489612043,9.550672351590686e-05,3.222464512
5368,1.3313885102048517,9.550344375204986e-05,3.223713792
5369,1.3316605678945779,9.550016398819286e-05,3.214468608
5370,1.3316753809154034,9.549688422433585e-05,3.213027328
5371,1.3310273142531515,9.549360446047885e-05,3.210178048
5372,1.3315463491156698,9.549032469662185e-05,3.222425088
5373,1.3319678185135126,9.548704493276484e-05,3.214263296
5374,1.332071184553206,9.548376516890784e-05,3.213431808
5375,1.3320795894414186,9.548048540505084e-05,3.213155328
5376,1.3314478587172927,9.547720564119383e-05,3.223195136
5377,1.3318476106598973,9.547392587733683e-05,3.210893312
5378,1.3319907864183187,9.547064611347984e-05,3.21051648
5379,1.332137084696442,9.546736634962284e-05,3.210928128
5380,1.3319766702130438,9.546408658576584e-05,3.209866752
5381,1.33175368655473,9.546080682190883e-05,3.221082112
5382,1.3311663501895965,9.545752705805182e-05,3.210768384
5383,1.3311049449257553,9.545424729419482e-05,3.212159488
5384,1.3307534668780863,9.545096753033782e-05,3.207369728
5385,1.3307997376285494,9.544768776648082e-05,3.213408768
5386,1.3310584378801287,9.544440800262382e-05,3.207356416
5387,1.3306241795420646,9.544112823876681e-05,3.213490688
5388,1.3306200481206178,9.543784847490981e-05,3.209759232
5389,1.3308172652497887,9.543456871105281e-05,3.207386112
5390,1.3307458412274717,9.54312889471958e-05,3.220485632
5391,1.330131784416735,9.54280091833388e-05,3.213417472
5392,1.329820650331676,9.54247294194818e-05,3.227183104
5393,1.329797142688185,9.54214496556248e-05,3.210931712
5394,1.3298873558826745,9.54181698917678e-05,3.211430912
5395,1.3300447180308401,9.54148901279108e-05,3.222856192
5396,1.3298013931326569,9.54116103640538e-05,3.211413504
5397,1.329281485043466,9.540833060019679e-05,3.21324288
5398,1.3296165581792594,9.540505083633979e-05,3.210879488
5399,1.329125932175666,9.540177107248278e-05,3.227574272
5400,1.3288898756355048,9.539849130862578e-05,3.212772352
5401,1.329238677471876,9.539521154476878e-05,3.213852672
5402,1.3291820711642504,9.539193178091178e-05,3.21419776
5403,1.3294830408878624,9.538865201705478e-05,3.211293184
5404,1.3296888876892625,9.538537225319777e-05,3.214046208
5405,1.3295951274223625,9.538209248934077e-05,3.213453824
5406,1.3297267223522067,9.537881272548376e-05,3.213320192
5407,1.328977298475802,9.537553296162676e-05,3.214235648
5408,1.328938176445663,9.537225319776977e-05,3.217864192
5409,1.3288620571419596,9.536897343391277e-05,3.213765632
5410,1.3285238691046835,9.536569367005576e-05,3.223027712
5411,1.3285369997099041,9.536241390619876e-05,3.223276544
5412,1.3283694557473062,9.535913414234176e-05,3.213684224
5413,1.328450441621244,9.535585437848476e-05,3.211902976
5414,1.3283360836282372,9.535257461462775e-05,3.24090368
5415,1.328588531166315,9.534929485077075e-05,3.28506624
5416,1.3285562093183398,9.534601508691374e-05,3.21001472
5417,1.3285839445516467,9.534273532305674e-05,3.214377984
5418,1.32840725466609,9.533945555919974e-05,3.220010496
5419,1.3284521929174662,9.533617579534274e-05,3.211744768
5420,1.328445247709751,9.533289603148575e-05,3.21220608
5421,1.3290093752928078,9.532961626762875e-05,3.218162688
5422,1.3292518687434494,9.532633650377173e-05,3.2132352
5423,1.3296812253817916,9.532305673991472e-05,3.213848064
5424,1.3294084985554218,9.531977697605772e-05,3.213902336
5425,1.329696069378406,9.531649721220073e-05,3.212170752
5426,1.3298223594017327,9.531321744834373e-05,3.22564608
5427,1.329540544245392,9.530993768448672e-05,3.207370752
5428,1.329764079488814,9.530665792062972e-05,3.20736512
5429,1.3294043689221144,9.530337815677272e-05,3.221755904
5430,1.3291232031583786,9.530009839291572e-05,3.21297152
5431,1.328964935913682,9.529681862905871e-05,3.214198784
5432,1.328699873443693,9.529353886520171e-05,3.213316096
5433,1.3286676161549986,9.52902591013447e-05,3.225102848
5434,1.327979853656143,9.52869793374877e-05,3.221887488
5435,1.3283341141231357,9.52836995736307e-05,3.207382528
5436,1.3281841337494553,9.52804198097737e-05,3.226161152
5437,1.3284857559762895,9.52771400459167e-05,3.219146752
5438,1.328010859452188,9.527386028205971e-05,3.212605952
5439,1.327959412522614,9.52705805182027e-05,3.21875456
5440,1.3277466996759175,9.526730075434568e-05,3.2160384
5441,1.3279058933258057,9.526402099048869e-05,3.213155328
5442,1.3280093478411437,9.526074122663169e-05,3.222559232
5443,1.327815186623484,9.525746146277469e-05,3.213810688
5444,1.327822596784681,9.525418169891768e-05,3.21184256
5445,1.3278687695041298,9.525090193506068e-05,3.207287808
5446,1.3279877995327114,9.524762217120368e-05,3.213342208
5447,1.3283935586921871,9.524434240734668e-05,3.220492288
5448,1.3277159704640509,9.524106264348967e-05,3.210797056
5449,1.327361896932125,9.523778287963267e-05,3.22419968
5450,1.326776561550796,9.523450311577566e-05,3.213825536
5451,1.3278440687805415,9.523122335191866e-05,3.220329472
5452,1.327663204409182,9.522794358806166e-05,3.227849216
5453,1.3278451960720121,9.522466382420467e-05,3.210029568
5454,1.3280278229527176,9.522138406034767e-05,3.21410304
5455,1.327941859383136,9.521810429649066e-05,3.213472256
5456,1.327614575084299,9.521482453263364e-05,3.223026176
5457,1.3270889147557319,9.521154476877665e-05,3.214224384
5458,1.3272132779285313,9.520826500491965e-05,3.207354368
5459,1.327693169787526,9.520498524106265e-05,3.21049088
5460,1.3277401621453464,9.520170547720565e-05,3.224382976
5461,1.3278142206929624,9.519842571334864e-05,3.228415488
5462,1.3277633743546904,9.519514594949164e-05,3.220983808
5463,1.3272139905579388,9.519186618563464e-05,3.211751936
5464,1.3275655282847583,9.518858642177763e-05,3.207478784
5465,1.3278637165017426,9.518530665792063e-05,3.211790848
5466,1.3271741515211761,9.518202689406363e-05,3.21870848
5467,1.326776271034032,9.517874713020662e-05,3.214777344
5468,1.3266307645849884,9.517546736634962e-05,3.22074624
5469,1.3263757281936706,9.517218760249263e-05,3.21159168
5470,1.3262899962067605,9.516890783863563e-05,3.219338752
5471,1.3260752702876926,9.516562807477863e-05,3.226912256
5472,1.3263573470339178,9.516234831092162e-05,3.218072576
5473,1.3255580078437925,9.51590685470646e-05,3.21092096
5474,1.3252681469172238,9.515578878320761e-05,3.210893312
5475,1.324877162054181,9.515250901935061e-05,3.214002688
5476,1.3251306301169097,9.514922925549361e-05,3.212115456
5477,1.3243032096698881,9.514594949163661e-05,3.21153024
5478,1.3241293726861476,9.514266972777961e-05,3.212432896
5479,1.324222267754376,9.51393899639226e-05,3.226820608
5480,1.324737531673163,9.51361102000656e-05,3.214519808
5481,1.3243451667763293,9.513283043620859e-05,3.207366144
5482,1.3245756928250194,9.51295506723516e-05,3.21215232
5483,1.3239306451752781,9.51262709084946e-05,3.214022656
5484,1.324014575816691,9.512299114463758e-05,3.206757888
5485,1.3238994458317757,9.511971138078059e-05,3.213734912
5486,1.323459217697382,9.511643161692359e-05,3.21792512
5487,1.3234212107770145,9.511315185306659e-05,3.217566208
5488,1.3233679419197142,9.510987208920959e-05,3.213558272
5489,1.3231045232899488,9.510659232535258e-05,3.207375872
5490,1.323119118195027,9.510331256149557e-05,3.213531648
5491,1.3232400651834906,9.510003279763857e-05,3.213352448
5492,1.3232747281901538,9.509675303378157e-05,3.21401088
5493,1.3233896418847144,9.509347326992457e-05,3.222271488
5494,1.3236559332720936,9.509019350606757e-05,3.21047808
5495,1.3234187347628177,9.508691374221058e-05,3.21419776
5496,1.3233458746783435,9.508363397835356e-05,3.21177856
5497,1.3231582665257156,9.508035421449656e-05,3.226143744
5498,1.3226013736985625,9.507707445063955e-05,3.213490688
5499,1.3227327378466724,9.507379468678255e-05,3.207373312
5500,1.3226945378072559,9.507051492292556e-05,3.213399552
5501,1.3225267625786363,9.506723515906854e-05,3.230703104
5502,1.3223981756158174,9.506395539521155e-05,3.216769536
5503,1.3226429329253733,9.506067563135455e-05,3.222552576
5504,1.3219064876623452,9.505739586749755e-05,3.207363584
5505,1.3222565486468374,9.505411610364054e-05,3.222535168
5506,1.3226577029190958,9.505083633978354e-05,3.21946368
5507,1.3235922884009779,9.504755657592653e-05,3.212715008
5508,1.3231382492743433,9.504427681206953e-05,3.2211328
5509,1.3238844415359199,9.504099704821253e-05,3.212325888
5510,1.3244349711202086,9.503771728435553e-05,3.213972992
5511,1.324156234394759,9.503443752049853e-05,3.214026752
5512,1.3246767440624536,9.503115775664154e-05,3.214099456
5513,1.324224026426673,9.502787799278452e-05,3.22059008
5514,1.3241592994704843,9.502459822892751e-05,3.214052352
5515,1.323931006770581,9.502131846507051e-05,3.217432576
5516,1.3242078953050076,9.501803870121352e-05,3.215830016
5517,1.3241968367807566,9.501475893735652e-05,3.222690304
5518,1.323764469306916,9.501147917349952e-05,3.2229888
5519,1.3233544473163783,9.500819940964251e-05,3.220048896
5520,1.3231021180935203,9.500491964578551e-05,3.210566144
5521,1.3224576032347977,9.500163988192851e-05,3.211447296
5522,1.3219916088320316,9.49983601180715e-05,3.226115584
5523,1.3218201131746172,9.49950803542145e-05,3.222166528
5524,1.321620109025389,9.499180059035749e-05,3.221824512
5525,1.32125704029575,9.498852082650049e-05,3.213254144
5526,1.3206494433246554,9.498524106264349e-05,3.22224384
5527,1.3207165435515344,9.49819612987865e-05,3.214672384
5528,1.320312662590295,9.49786815349295e-05,3.215702528
5529,1.3203586033917964,9.49754017710725e-05,3.21127168
5530,1.3205589277856051,9.497212200721549e-05,3.21403392
5531,1.3206641107611359,9.496884224335847e-05,3.213906432
5532,1.320736948158592,9.496556247950148e-05,3.219317248
5533,1.3207738570310175,9.496228271564448e-05,3.21129472
5534,1.3208669019676744,9.495900295178748e-05,3.215014912
5535,1.3202322468720376,9.495572318793048e-05,3.215830016
5536,1.3204346027038991,9.495244342407347e-05,3.226217984
5537,1.3197933245636522,9.494916366021647e-05,3.220685312
5538,1.3196931542269885,9.494588389635947e-05,3.222385152
5539,1.3194572852365674,9.494260413250246e-05,3.214038016
5540,1.3198265135474503,9.493932436864546e-05,3.217353216
5541,1.319453596342355,9.493604460478845e-05,3.208595456
5542,1.3191357882134616,9.493276484093145e-05,3.21408512
5543,1.3189641558378935,9.492948507707445e-05,3.209511936
5544,1.319128247052431,9.492620531321746e-05,3.214672384
5545,1.319574813619256,9.492292554936046e-05,3.215768576
5546,1.3194991629198194,9.491964578550346e-05,3.213833728
5547,1.3190976239740848,9.491636602164645e-05,3.225068544
5548,1.3191686226986348,9.491308625778944e-05,3.21636864
5549,1.3190628778003157,9.490980649393244e-05,3.211579904
5550,1.3195419975928961,9.490652673007544e-05,3.213487104
5551,1.3191089386492967,9.490324696621844e-05,3.214107136
5552,1.3188280855864287,9.489996720236144e-05,3.211745792
5553,1.3184015859849751,9.489668743850443e-05,3.215023104
5554,1.3183002164028585,9.489340767464743e-05,3.211225088
5555,1.3180947746150196,9.489012791079043e-05,3.21229312
5556,1.3180244681052864,9.488684814693342e-05,3.212317696
5557,1.3181945850886405,9.488356838307642e-05,3.222690304
5558,1.3176713510788978,9.488028861921943e-05,3.223670784
5559,1.3172384188883006,9.487700885536241e-05,3.214019584
5560,1.3174083515442907,9.487372909150542e-05,3.214608896
5561,1.3171260626055301,9.487044932764842e-05,3.218499584
5562,1.3167334011755885,9.486716956379142e-05,3.20960512
5563,1.3173659277148544,9.48638897999344e-05,3.226028032
5564,1.3166059750691057,9.486061003607741e-05,3.220492288
5565,1.3161223388835788,9.48573302722204e-05,3.210552832
5566,1.3157784023694694,9.48540505083634e-05,3.213787136
5567,1.3157283020950854,9.48507707445064e-05,3.211053568
5568,1.3158474870212375,9.48474909806494e-05,3.21104384
5569,1.3155280567705632,9.48442112167924e-05,3.215932416
5570,1.315269949696958,9.484093145293539e-05,3.220048896
5571,1.3155915025249123,9.48376516890784e-05,3.212340224
5572,1.3150846722349525,9.483437192522138e-05,3.237330944
5573,1.3148505553230643,9.483109216136438e-05,3.213105152
5574,1.3142462811805309,9.482781239750738e-05,3.22224128
5575,1.313883959054947,9.482453263365039e-05,3.217201152
5576,1.314052755869925,9.482125286979337e-05,3.227024384
5577,1.314279585517943,9.481797310593638e-05,3.224419328
5578,1.3136041148379445,9.481469334207938e-05,3.224907264
5579,1.3132336163148284,9.481141357822238e-05,3.208416256
5580,1.3132111749053001,9.480813381436537e-05,3.224459776
5581,1.3132577924989164,9.480485405050836e-05,3.215949312
5582,1.3133139758743346,9.480157428665136e-05,3.215894528
5583,1.3135622916556895,9.479829452279436e-05,3.214045184
5584,1.3133894523046912,9.479501475893736e-05,3.214001664
5585,1.3137220021151006,9.479173499508036e-05,3.21540864
5586,1.3137142764590681,9.478845523122336e-05,3.220556288
5587,1.3139078630693257,9.478517546736635e-05,3.210438656
5588,1.3133338671177626,9.478189570350935e-05,3.214158336
5589,1.3130701883137226,9.477861593965234e-05,3.21129472
5590,1.3128683353587984,9.477533617579534e-05,3.214016
5591,1.3121504270471633,9.477205641193835e-05,3.211582464
5592,1.3116646249592305,9.476877664808135e-05,3.217558528
5593,1.3113920840620994,9.476549688422434e-05,3.219704832
5594,1.3108577172085643,9.476221712036734e-05,3.22265856
5595,1.3103961467556655,9.475893735651034e-05,3.210893312
5596,1.3105948747135698,9.475565759265334e-05,3.220254208
5597,1.3107063540071249,9.475237782879633e-05,3.217009152
5598,1.3105818306282162,9.474909806493932e-05,3.219085312
5599,1.3104715421423316,9.474581830108232e-05,3.212314112
5600,1.3107418314367534,9.474253853722532e-05,3.212307456
5601,1.3110979245603085,9.473925877336832e-05,3.223460864
5602,1.3111425239033998,9.473597900951132e-05,3.222923776
5603,1.3104957660101355,9.473269924565433e-05,3.215114752
5604,1.3110807752236724,9.472941948179731e-05,3.216036864
5605,1.3108552224561572,9.472613971794032e-05,3.21124096
5606,1.3103763643279671,9.47228599540833e-05,3.225289728
5607,1.3094206843525171,9.47195801902263e-05,3.21249024
5608,1.3100328743830323,9.471630042636931e-05,3.220595712
5609,1.3088884399086238,9.471302066251231e-05,3.214019584
5610,1.3083232888579368,9.47097408986553e-05,3.21540352
5611,1.3084964606538414,9.47064611347983e-05,3.2139904
5612,1.3072377245500684,9.47031813709413e-05,3.215412736
5613,1.3077164069376885,9.46999016070843e-05,3.214688768
5614,1.3073117197491229,9.469662184322729e-05,3.215031808
5615,1.3063281559757889,9.469334207937029e-05,3.21411072
5616,1.3062272573076188,9.469006231551328e-05,3.213968896
5617,1.3058991576731205,9.468678255165628e-05,3.217506816
5618,1.3063638996705413,9.468350278779928e-05,3.211659776
5619,1.3063560624793171,9.468022302394229e-05,3.214936064
5620,1.3065676642209292,9.467694326008529e-05,3.214055936
5621,1.306554395724088,9.467366349622828e-05,3.214368256
5622,1.3067176959849893,9.467038373237128e-05,3.2217984
5623,1.3066829499974846,9.466710396851427e-05,3.214038016
5624,1.3058291587792337,9.466382420465727e-05,3.227978752
5625,1.3056255888007582,9.466054444080027e-05,3.21068032
5626,1.3064337619952857,9.465726467694327e-05,3.224419328
5627,1.306453769505024,9.465398491308626e-05,3.232882688
5628,1.3063592833280564,9.465070514922926e-05,3.212926976
5629,1.3060621220991016,9.464742538537226e-05,3.219717632
5630,1.3060358116030693,9.464414562151525e-05,3.212832256
5631,1.3063473975285889,9.464086585765825e-05,3.215394304
5632,1.3061790527775883,9.463758609380125e-05,3.22224384
5633,1.306159272491932,9.463430632994424e-05,3.214081536
5634,1.3064962537772953,9.463102656608724e-05,3.218603008
5635,1.3065043347142637,9.462774680223025e-05,3.215830016
5636,1.3060478643886746,9.462446703837325e-05,3.212340736
5637,1.3061573521606624,9.462118727451625e-05,3.214070272
5638,1.3061932606250048,9.461790751065924e-05,3.209495552
5639,1.3060732901096344,9.461462774680222e-05,3.214011904
5640,1.3058271068893372,9.461134798294523e-05,3.214107136
5641,1.3062031198106707,9.460806821908823e-05,3.217965056
5642,1.3058638971112668,9.460478845523123e-05,3.215631872
5643,1.3059021387435497,9.460150869137423e-05,3.214063104
5644,1.3060919328033924,9.459822892751722e-05,3.210891264
5645,1.3060572890006006,9.459494916366022e-05,3.212348928
5646,1.3058348626457155,9.459166939980322e-05,3.215734272
5647,1.3059430353343486,9.458838963594621e-05,3.214961664
5648,1.3060456574335695,9.458510987208921e-05,3.216053248
5649,1.305691722407937,9.458183010823221e-05,3.213957632
5650,1.3059196175448597,9.45785503443752e-05,3.221535744
5651,1.3053048249706627,9.45752705805182e-05,3.215719936
5652,1.3053097027912737,9.45719908166612e-05,3.212381184
5653,1.3052513865381479,9.456871105280421e-05,3.20966144
5654,1.3053366822376846,9.456543128894721e-05,3.215748096
5655,1.3051767605915665,9.45621515250902e-05,3.21001216
5656,1.3048127965629102,9.455887176123319e-05,3.214593024
5657,1.3044320008158683,9.455559199737619e-05,3.230076928
5658,1.3047967637330293,9.455231223351919e-05,3.213945856
5659,1.3045534167066217,9.454903246966219e-05,3.2140672
5660,1.3045704601332546,9.454575270580519e-05,3.228429824
5661,1.3047472402825953,9.454247294194818e-05,3.221535744
5662,1.3050361789762974,9.453919317809118e-05,3.23401728
5663,1.3043802670389413,9.453591341423418e-05,3.212395008
5664,1.3054166764579713,9.453263365037717e-05,3.217107968
5665,1.306079117935151,9.452935388652017e-05,3.215686144
5666,1.306036171335727,9.452607412266318e-05,3.216116736
5667,1.3059651292674244,9.452279435880616e-05,3.218970624
5668,1.3057218430750073,9.451951459494917e-05,3.212385792
5669,1.3058360322751106,9.451623483109217e-05,3.212980224
5670,1.3061096255853772,9.451295506723517e-05,3.213169152
5671,1.3058483676612378,9.450967530337817e-05,3.212844032
5672,1.305626890361309,9.450639553952116e-05,3.213957632
5673,1.3059277202561497,9.450311577566415e-05,3.21127936
5674,1.306669544968754,9.449983601180715e-05,3.215750144
5675,1.30692159216851,9.449655624795015e-05,3.220900864
5676,1.3067378727719188,9.449327648409315e-05,3.211734016
5677,1.3067404161393643,9.448999672023615e-05,3.215417344
5678,1.3070258104614914,9.448671695637914e-05,3.2139904
5679,1.3071332074888051,9.448343719252214e-05,3.21233664
5680,1.3069913634099066,9.448015742866515e-05,3.214004224
5681,1.3072627012059093,9.447687766480813e-05,3.21664
5682,1.3069424641318619,9.447359790095114e-05,3.214672384
5683,1.3072268674708902,9.447031813709414e-05,3.211225088
5684,1.3075558995641767,9.446703837323713e-05,3.227260416
5685,1.3073228682391345,9.446375860938013e-05,3.21600512
5686,1.3066122190468012,9.446047884552313e-05,3.222173184
5687,1.30628984792158,9.445719908166613e-05,3.2140416
5688,1.3066076550260186,9.445391931780912e-05,3.212720128
5689,1.307041180729866,9.445063955395212e-05,3.214114304
5690,1.3070905537903308,9.444735979009511e-05,3.222274048
5691,1.307339139021933,9.444408002623811e-05,3.21231104
5692,1.30767920428887,9.444080026238111e-05,3.21389824
5693,1.307750237006694,9.443752049852411e-05,3.214103552
5694,1.3072691733948887,9.443424073466712e-05,3.226943488
5695,1.3082637289538979,9.443096097081012e-05,3.220566016
5696,1.307826525364071,9.44276812069531e-05,3.219228672
5697,1.3078398375958205,9.44244014430961e-05,3.217926656
5698,1.3080935054272413,9.44211216792391e-05,3.222387712
5699,1.3079184597358107,9.44178419153821e-05,3.213647872
5700,1.30821895070374,9.44145621515251e-05,3.213336064
5701,1.3078069773688912,9.441128238766809e-05,3.212720128
5702,1.3079623254574835,9.440800262381109e-05,3.21464064
5703,1.3081861471571028,9.440472285995409e-05,3.22258944
5704,1.307684806548059,9.440144309609709e-05,3.213231616
5705,1.3077058862149715,9.439816333224008e-05,3.212806656
5706,1.3076629860326647,9.439488356838308e-05,3.214026752
5707,1.3081159511953593,9.439160380452607e-05,3.214099456
5708,1.3085513048991562,9.438832404066907e-05,3.213830144
5709,1.3085637015476823,9.438504427681207e-05,3.213865984
5710,1.3087209751084448,9.438176451295508e-05,3.211527168
5711,1.3083100368455052,9.437848474909808e-05,3.223776768
5712,1.308439340777695,9.437520498524108e-05,3.220956672
5713,1.3081075243279339,9.437192522138407e-05,3.212745728
5714,1.3089475762099028,9.436864545752706e-05,3.212528128
5715,1.3098877165652811,9.436536569367006e-05,3.212268032
5716,1.309013298805803,9.436208592981306e-05,3.214114304
5717,1.3091065095365046,9.435880616595606e-05,3.212571648
5718,1.3086503095179796,9.435552640209905e-05,3.214688768
5719,1.309006311222911,9.435224663824205e-05,3.214060032
5720,1.3087786713987588,9.434896687438505e-05,3.211710464
5721,1.3083912939578295,9.434568711052805e-05,3.21594112
5722,1.3083391743525863,9.434240734667104e-05,3.212350976
5723,1.308043494671583,9.433912758281404e-05,3.224632832
5724,1.3081553138792514,9.433584781895703e-05,3.223829504
5725,1.3079717204906047,9.433256805510003e-05,3.222825472
5726,1.307755458150059,9.432928829124303e-05,3.212306944
5727,1.3080255709215998,9.432600852738604e-05,3.217406464
5728,1.3081972943991422,9.432272876352904e-05,3.214688768
5729,1.308384445607662,9.431944899967203e-05,3.214023168
5730,1.308317074291408,9.431616923581503e-05,3.221824
5731,1.3074411640316248,9.431288947195802e-05,3.232925696
5732,1.3074475014582276,9.430960970810102e-05,3.213114368
5733,1.3074552938528359,9.430632994424402e-05,3.222198784
5734,1.3069316878356039,9.430305018038702e-05,3.219091456
5735,1.3063894275017083,9.429977041653001e-05,3.21592576
5736,1.3056831799075008,9.429649065267301e-05,3.21592576
5737,1.305588194578886,9.429321088881601e-05,3.214027264
5738,1.305363318156451,9.4289931124959e-05,3.213833728
5739,1.3052114035747946,9.4286651361102e-05,3.215098368
5740,1.3048006626591087,9.4283371597245e-05,3.214593024
5741,1.3045332907885312,9.428009183338799e-05,3.21125632
5742,1.3051606836915015,9.4276812069531e-05,3.220568576
5743,1.3047642085701228,9.4273532305674e-05,3.211666944
5744,1.3043383214250206,9.4270252541817e-05,3.209621504
5745,1.3039852279797197,9.426697277796e-05,3.209514496
5746,1.3039616436325014,9.426369301410299e-05,3.213874688
5747,1.3038609177060425,9.426041325024598e-05,3.214060032
5748,1.3037819192558526,9.425713348638898e-05,3.214121472
5749,1.3037886897474527,9.425385372253198e-05,3.21408512
5750,1.3035746500082315,9.425057395867498e-05,3.243291648
5751,1.3041582047380507,9.424729419481798e-05,3.213171712
5752,1.3045818698219955,9.424401443096098e-05,3.236389376
5753,1.304920491296798,9.424073466710397e-05,3.212344832
5754,1.304625918287784,9.423745490324697e-05,3.217212416
5755,1.304476084280759,9.423417513938996e-05,3.214918656
5756,1.3048789411224424,9.423089537553296e-05,3.213988352
5757,1.3053303855471312,9.422761561167597e-05,3.215622656
5758,1.3051994492299854,9.422433584781895e-05,3.217096704
5759,1.3055063518695533,9.422105608396196e-05,3.212137472
5760,1.3050176926515997,9.421777632010496e-05,3.219271168
5761,1.3047577213682233,9.421449655624796e-05,3.213311488
5762,1.304111044164747,9.421121679239096e-05,3.221945344
5763,1.304333579558879,9.420793702853395e-05,3.214074368
5764,1.3032861603982746,9.420465726467694e-05,3.211685888
5765,1.3029401918314398,9.420137750081994e-05,3.214103552
5766,1.302776537500322,9.419809773696294e-05,3.220724224
5767,1.3026776603981853,9.419481797310594e-05,3.213865984
5768,1.3027263298630714,9.419153820924894e-05,3.21033984
5769,1.3026600988022983,9.418825844539195e-05,3.222138368
5770,1.3024067979864775,9.418497868153493e-05,3.225688064
5771,1.3025988124124706,9.418169891767794e-05,3.213988352
5772,1.3026954020187258,9.417841915382092e-05,3.21411072
5773,1.3026961424015462,9.417513938996393e-05,3.213742592
5774,1.3022943682037293,9.417185962610693e-05,3.21593344
5775,1.3026102673076094,9.416857986224992e-05,3.229544448
5776,1.3027884428575636,9.416530009839292e-05,3.21210624
5777,1.3026750105805696,9.416202033453592e-05,3.221839872
5778,1.3029707420617342,9.415874057067892e-05,3.22262528
5779,1.3026195711269974,9.415546080682192e-05,3.213988352
5780,1.3022819884866477,9.415218104296491e-05,3.216100352
5781,1.3019797541201115,9.41489012791079e-05,3.212745728
5782,1.3020842062495648,9.41456215152509e-05,3.223351808
5783,1.3019350468926132,9.41423417513939e-05,3.210039808
5784,1.3013922148384154,9.41390619875369e-05,3.225619968
5785,1.301002315301448,9.41357822236799e-05,3.211594752
5786,1.3015868055075408,9.413250245982291e-05,3.214970368
5787,1.3018732993677258,9.41292226959659e-05,3.21540352
5788,1.30172327876091,9.41259429321089e-05,3.2156544
5789,1.301328897960484,9.412266316825189e-05,3.213906432
5790,1.3015768587589265,9.411938340439489e-05,3.214004224
5791,1.3019609829597174,9.411610364053789e-05,3.221839872
