step,loss,lr,vram_gb
132,46.64739919096232,3.3250000000000004e-06,3.22697472
133,45.38901509955525,3.3500000000000005e-06,3.216561152
134,44.14503762498498,3.3750000000000003e-06,3.223028736
135,42.915243245810274,3.4000000000000005e-06,3.218287104
136,41.696835104823116,3.4250000000000002e-06,3.217519104
137,40.501022913306954,3.4500000000000004e-06,3.21702912
138,39.31205316513777,3.4750000000000006e-06,3.21723904
139,38.14854990184307,3.5000000000000004e-06,3.219384832
140,37.00303877584636,3.5249999999999997e-06,3.214687232
141,35.87188595019281,3.55e-06,3.259956224
142,34.764185128360985,3.575e-06,3.230168064
143,33.6790169043839,3.6e-06,3.215642624
144,32.607722520083186,3.625e-06,3.238541824
145,31.561696520447732,3.6499999999999998e-06,3.22304512
146,30.52839382328093,3.675e-06,3.21943296
147,29.516556145101784,3.7e-06,3.221890048
148,28.528261799290775,3.725e-06,3.2166784
149,27.56359769694507,3.75e-06,3.215551488
150,26.61499618642032,3.775e-06,3.242904576
151,25.692829324603082,3.8e-06,3.219024384
152,24.789030789360403,3.825e-06,3.216875008
153,23.905799278914927,3.85e-06,3.220942848
154,23.048052532151342,3.875e-06,3.221259776
155,22.212547118514777,3.9e-06,3.219749376
156,21.40442149296403,3.9250000000000005e-06,3.219100672
157,20.61001867711544,3.95e-06,3.227393536
158,19.842135869264602,3.975e-06,3.219992064
159,19.10081365160644,4.000000000000001e-06,3.2148736
160,18.375972536578775,4.0250000000000004e-06,3.215110656
161,17.67862260147929,4.05e-06,3.22314496
162,17.00413175575435,4.075e-06,3.222804992
163,16.35088879175484,4.1000000000000006e-06,3.2256512
164,15.726113568320871,4.125e-06,3.217241088
165,15.120719093382359,4.15e-06,3.222816256
166,14.535612197518349,4.175000000000001e-06,3.217841664
167,13.974368796423077,4.2000000000000004e-06,3.216962048
168,13.435900656059385,4.225e-06,3.219043328
169,12.916953558847307,4.250000000000001e-06,3.218456064
170,12.418823245167733,4.2750000000000006e-06,3.219079168
171,11.941607275530696,4.2999999999999995e-06,3.216328704
172,11.48607964836061,4.325e-06,3.218584064
173,11.052453298270702,4.35e-06,3.219410944
174,10.639048091992736,4.375e-06,3.224541696
175,10.245495488271118,4.4e-06,3.216274944
176,9.867870984300971,4.425e-06,3.21618432
177,9.508857939466834,4.45e-06,3.2162048
178,9.168517879024147,4.475e-06,3.250643456
179,8.845194340199232,4.5e-06,3.2181376
180,8.534862383380533,4.525e-06,3.2183296
181,8.243149009495973,4.5500000000000005e-06,3.214029312
182,7.967005182057619,4.575e-06,3.222757888
183,7.70369911044836,4.6e-06,3.218059776
184,7.455935401320457,4.625e-06,3.22628864
185,7.223390227779746,4.65e-06,3.222788608
186,7.001746153831482,4.675e-06,3.218655232
187,6.793235705643892,4.7e-06,3.229532672
188,6.596186926439405,4.7250000000000005e-06,3.22250752
189,6.409506847634912,4.75e-06,3.216747008
190,6.235553697422147,4.775e-06,3.217043968
191,6.070717735737563,4.800000000000001e-06,3.213650432
192,5.91698007568717,4.825e-06,3.229946368
193,5.773702167421579,4.85e-06,3.22276096
194,5.6387961738556625,4.875000000000001e-06,3.215643648
195,5.512300536260009,4.9000000000000005e-06,3.217876992
196,5.394565812423825,4.925e-06,3.224967168
197,5.28334102191031,4.950000000000001e-06,3.223536128
198,5.179969378635287,4.975000000000001e-06,3.222489088
199,5.083402102515102,5e-06,3.215766016
200,4.992954309657216,5.025e-06,3.215589376
201,4.908559861183167,5.050000000000001e-06,3.222886912
202,4.830144918486476,5.0750000000000005e-06,3.224781824
203,4.756880623996258,5.1e-06,3.219136512
204,4.689138407930732,5.125e-06,3.232459776
205,4.6270059248059985,5.15e-06,3.218630144
206,4.5684497633576395,5.175e-06,3.21618688
207,4.514474307447672,5.2e-06,3.21613568
208,4.4653366154432295,5.225e-06,3.216413184
209,4.419770314395428,5.25e-06,3.217721344
210,4.3792398039996625,5.275e-06,3.223379968
211,4.341542830467224,5.3e-06,3.21809408
212,4.308308081030845,5.325e-06,3.218459136
213,4.276867602914572,5.3500000000000004e-06,3.21737728
214,4.247391615584493,5.375e-06,3.217511424
215,4.220686847120524,5.4e-06,3.2180096
216,4.196356389895081,5.4250000000000006e-06,3.216022016
217,4.174952267184853,5.45e-06,3.218059776
218,4.154265717342496,5.475e-06,3.21910784
219,4.1364299570024015,5.500000000000001e-06,3.227675136
220,4.119714283272624,5.5250000000000005e-06,3.215220224
221,4.103909253627062,5.55e-06,3.21718784
222,4.089120513945818,5.575e-06,3.218429952
223,4.075391138494015,5.600000000000001e-06,3.219032576
224,4.062789862826467,5.625e-06,3.245423616
225,4.051058899089694,5.65e-06,3.217252352
226,4.039628915861249,5.675000000000001e-06,3.234121728
227,4.02860660508275,5.7000000000000005e-06,3.216511488
228,4.019317495524883,5.725e-06,3.213944832
229,4.009786320105195,5.750000000000001e-06,3.219996672
230,4.0003735626488925,5.775000000000001e-06,3.226719744
231,3.9914699624478818,5.8e-06,3.217243136
232,3.983523206487298,5.825000000000001e-06,3.229994496
233,3.9756768947839736,5.850000000000001e-06,3.232250368
234,3.967935619428754,5.875e-06,3.217834496
235,3.9601526927947996,5.9e-06,3.216098816
236,3.9529410619288683,5.925e-06,3.223028736
237,3.9462283900380135,5.95e-06,3.224679936
238,3.939792219027877,5.975e-06,3.218607104
239,3.933543490022421,6e-06,3.216976384
240,3.9279110806435344,6.025e-06,3.218484224
241,3.921745888516307,6.0500000000000005e-06,3.219079168
242,3.9162007538974284,6.075e-06,3.214688256
243,3.910599403232336,6.1e-06,3.216896
244,3.9054599767178297,6.125e-06,3.217401856
245,3.8998441826552153,6.15e-06,3.217844736
246,3.894294925108552,6.175e-06,3.230831616
247,3.8891522535681724,6.2e-06,3.217319424
248,3.8839400079101325,6.2250000000000005e-06,3.22381568
249,3.8783313997834923,6.25e-06,3.241138176
250,3.8734370010346173,6.275e-06,3.214224384
251,3.8687355183809995,6.300000000000001e-06,3.214029312
252,3.8632162784785034,6.3250000000000004e-06,3.220699136
253,3.8581726934760807,6.35e-06,3.231195648
254,3.8535851111263035,6.375000000000001e-06,3.216798208
255,3.849896331652999,6.4000000000000006e-06,3.219703808
256,3.845903080329299,6.425e-06,3.226309632
257,3.8414907395094633,6.45e-06,3.218146304
258,3.8371320708096026,6.475000000000001e-06,3.215823872
259,3.8331132479012013,6.5000000000000004e-06,3.227757056
260,3.828976803421974,6.525e-06,3.216561152
261,3.825547663196921,6.550000000000001e-06,3.2503808
262,3.8210967703163625,6.5750000000000006e-06,3.21991424
263,3.8171453232318164,6.6e-06,3.245604352
264,3.8126122519373893,6.625000000000001e-06,3.229336064
265,3.809319950789213,6.650000000000001e-06,3.21419008
266,3.8053895313292743,6.6750000000000005e-06,3.21689856
267,3.8017926935106514,6.700000000000001e-06,3.21500928
268,3.7979319006204606,6.725000000000001e-06,3.239829504
269,3.79473578363657,6.750000000000001e-06,3.218989056
270,3.791505666002631,6.775000000000001e-06,3.230580224
271,3.7881557518988846,6.800000000000001e-06,3.224030208
272,3.784854855388403,6.825000000000001e-06,3.220850176
273,3.781078214049339,6.8500000000000005e-06,3.214990848
274,3.77729093760252,6.875000000000001e-06,3.224404992
275,3.773825796470046,6.900000000000001e-06,3.216328704
276,3.7702774315327408,6.925000000000001e-06,3.227566592
277,3.7673010871559383,6.950000000000001e-06,3.22708736
278,3.7641046530753375,6.975000000000001e-06,3.217325568
279,3.760637151226401,7.000000000000001e-06,3.222993408
280,3.7579904895275833,7.025000000000001e-06,3.217312256
281,3.755794986486435,7.049999999999999e-06,3.216414208
282,3.7533895936608315,7.075e-06,3.22519808
283,3.751243448331952,7.1e-06,3.215821312
284,3.7485330663621426,7.1249999999999995e-06,3.222646784
285,3.7448388969898225,7.15e-06,3.214799872
286,3.7422855174541474,7.175e-06,3.219318272
287,3.7392730683088304,7.2e-06,3.215427584
288,3.736175844669342,7.2249999999999994e-06,3.219384832
289,3.733993704840541,7.25e-06,3.218978304
290,3.7314821170270442,7.275e-06,3.22786816
291,3.7293723233789207,7.2999999999999996e-06,3.222331392
292,3.727089304327965,7.325e-06,3.219482624
293,3.7247111397236585,7.35e-06,3.222674432
294,3.722546368539333,7.375e-06,3.216172544
295,3.7198278627544643,7.4e-06,3.229538816
296,3.716884050145745,7.425e-06,3.222913024
297,3.714285805374384,7.45e-06,3.218647552
298,3.71187811113894,7.4750000000000004e-06,3.216917504
299,3.7091465221345423,7.5e-06,3.2387456
300,3.7061385545134544,7.525e-06,3.219660288
301,3.703662812486291,7.55e-06,3.229590528
302,3.70133848272264,7.575e-06,3.215553536
303,3.698744249641895,7.6e-06,3.217159168
304,3.6966166165471077,7.625e-06,3.21990144
305,3.6940474881231786,7.65e-06,3.216429056
306,3.6923010056465864,7.675e-06,3.2198784
307,3.689958856627345,7.7e-06,3.233281536
308,3.687625728175044,7.725e-06,3.218011136
309,3.6853370847553015,7.75e-06,3.216774656
310,3.682892232686281,7.775000000000001e-06,3.229541888
311,3.6811133371293545,7.8e-06,3.216966656
312,3.6784052769094706,7.825e-06,3.216172544
313,3.6760127407312395,7.850000000000001e-06,3.228755456
314,3.6741186240315438,7.875e-06,3.217380352
315,3.671905621662736,7.9e-06,3.218155008
316,3.6695683158189056,7.925000000000001e-06,3.216511488
317,3.667702066376805,7.95e-06,3.222882304
318,3.6655385715514424,7.975e-06,3.21563904
319,3.6635946504026653,8.000000000000001e-06,3.216100352
320,3.6616033632308245,8.025e-06,3.222047744
321,3.6599992509931325,8.050000000000001e-06,3.215778816
322,3.657608385682106,8.075000000000001e-06,3.215179776
323,3.6556642889231443,8.1e-06,3.214126592
324,3.6539855392277243,8.125000000000001e-06,3.226953728
325,3.6523595102131368,8.15e-06,3.21542656
326,3.650496203675866,8.175e-06,3.21622272
327,3.648542787283659,8.200000000000001e-06,3.219095552
328,3.6465993336588145,8.225e-06,3.220623872
329,3.6440569085627796,8.25e-06,3.234595328
330,3.6420416735857724,8.275000000000001e-06,3.233432576
331,3.640295109599829,8.3e-06,3.215653376
332,3.6380778805911542,8.325e-06,3.229532672
333,3.636081064119935,8.350000000000001e-06,3.21647104
334,3.634519828110933,8.375e-06,3.217990144
335,3.6330870477855206,8.400000000000001e-06,3.222419968
336,3.631128521412611,8.425000000000001e-06,3.219034624
337,3.6293889548629523,8.45e-06,3.214941696
338,3.6276797009259463,8.475000000000001e-06,3.216126464
339,3.625811674669385,8.500000000000002e-06,3.21802496
340,3.6235870314389467,8.525e-06,3.21500928
341,3.622080897688866,8.550000000000001e-06,3.216172544
342,3.620216678380966,8.575000000000002e-06,3.21851904
343,3.6183844722807406,8.599999999999999e-06,3.218120192
344,3.616516042277217,8.625e-06,3.214926336
345,3.6144437389820814,8.65e-06,3.239009792
346,3.6125960782915354,8.674999999999999e-06,3.219888128
347,3.6107811331003905,8.7e-06,3.225124864
348,3.6091919447481633,8.725e-06,3.21564672
349,3.6079576353728773,8.75e-06,3.2181376
350,3.606201216056943,8.775e-06,3.215642112
351,3.6046786361187695,8.8e-06,3.217245696
352,3.6032416479289533,8.825e-06,3.219398144
353,3.60162861071527,8.85e-06,3.216959488
354,3.5999525493383406,8.875e-06,3.215823872
355,3.5981134905666114,8.9e-06,3.219106816
356,3.596138424947858,8.925e-06,3.22264832
357,3.594654447585344,8.95e-06,3.213260288
358,3.593072050511837,8.975e-06,3.215320064
359,3.591567347571254,9e-06,3.22913536
360,3.589648674800992,9.025e-06,3.231839744
361,3.587640031948686,9.05e-06,3.222697984
362,3.586332219466567,9.075e-06,3.215393792
363,3.585194975882769,9.100000000000001e-06,3.223794688
364,3.5840072512626646,9.125e-06,3.21729536
365,3.5823544370383025,9.15e-06,3.252169728
366,3.5806487284600736,9.175000000000001e-06,3.234143744
367,3.578985052481294,9.2e-06,3.217248768
368,3.5776627336442473,9.225e-06,3.218400256
369,3.576201789006591,9.25e-06,3.218051072
370,3.5745109540224074,9.275e-06,3.228516864
371,3.5728802920132874,9.3e-06,3.221725184
372,3.571508507207036,9.325e-06,3.216650752
373,3.570150683000684,9.35e-06,3.216410624
374,3.568751552551985,9.375000000000001e-06,3.219043328
375,3.567760011702776,9.4e-06,3.21489408
376,3.5664610413461926,9.425e-06,3.230569472
377,3.564698036685586,9.450000000000001e-06,3.222002688
378,3.5635454888641833,9.475e-06,3.215664128
379,3.5624719016253947,9.5e-06,3.217977856
380,3.5608136975765228,9.525000000000001e-06,3.218860032
381,3.558721267953515,9.55e-06,3.219429376
382,3.5571448163688184,9.575e-06,3.216979456
383,3.5555296033620833,9.600000000000001e-06,3.226924032
384,3.554340456649661,9.625e-06,3.21855488
385,3.5532909690588714,9.65e-06,3.213439488
386,3.5518079502880573,9.675000000000001e-06,3.224204288
387,3.5507897728681566,9.7e-06,3.219287552
388,3.549186050146818,9.725000000000001e-06,3.216411648
389,3.547788409218192,9.750000000000002e-06,3.226960384
390,3.546314016878605,9.775e-06,3.2324736
391,3.5446376755088567,9.800000000000001e-06,3.2181376
392,3.542871552184224,9.825000000000002e-06,3.220970496
393,3.541782445162535,9.85e-06,3.23110912
394,3.5401091035455465,9.875000000000001e-06,3.233127424
395,3.5390599168092014,9.900000000000002e-06,3.216411648
396,3.5377071177214385,9.925e-06,3.215853056
397,3.536272219866514,9.950000000000001e-06,3.228445696
398,3.535187798589468,9.975e-06,3.214974976
399,3.5345140147209166,1e-05,3.220304896
400,3.5332023493945597,1.0025000000000001e-05,3.216511488
401,3.5317887441813944,1.005e-05,3.231089664
402,3.5305441810190676,1.0075000000000001e-05,3.214783488
403,3.529674404114485,1.0100000000000002e-05,3.21692928
404,3.5283344186842442,1.0125e-05,3.217977856
405,3.5270654859393833,1.0150000000000001e-05,3.237826048
406,3.5254964288324118,1.0175e-05,3.217841664
407,3.5241707813739778,1.02e-05,3.229947392
408,3.5230552764981984,1.0225e-05,3.2267264
409,3.5219827952980993,1.025e-05,3.220151296
410,3.5212855883687735,1.0275e-05,3.219045888
411,3.519448163062334,1.03e-05,3.219134976
412,3.518280695602298,1.0325e-05,3.217201152
413,3.517052212357521,1.035e-05,3.230410752
414,3.5155275370925665,1.0375e-05,3.215235072
415,3.5142750971764327,1.04e-05,3.21517568
416,3.5129782086610795,1.0425e-05,3.224795136
417,3.5117928268015386,1.045e-05,3.215779328
418,3.510899664387107,1.0475e-05,3.219384832
419,3.5096640330553055,1.05e-05,3.23147776
420,3.5081789158284664,1.0525e-05,3.218680832
421,3.5064762230962514,1.055e-05,3.21564672
422,3.505150988996029,1.0575e-05,3.219377664
423,3.503965760394931,1.06e-05,3.22770176
424,3.5023227655142546,1.0625e-05,3.238265344
425,3.500924836844206,1.065e-05,3.215696384
426,3.4994976142793894,1.0675e-05,3.21802496
427,3.497895110622048,1.0700000000000001e-05,3.221472768
428,3.4961882733553646,1.0725e-05,3.216172544
429,3.4952099334448574,1.075e-05,3.234121728
430,3.494435514137149,1.0775000000000001e-05,3.218484224
431,3.4927311307936906,1.08e-05,3.217245696
432,3.4914342986047266,1.0825e-05,3.224541696
433,3.490263588130474,1.0850000000000001e-05,3.223174144
434,3.488698841407895,1.0875e-05,3.21917184
435,3.487013427913189,1.09e-05,3.214783488
436,3.485898797735572,1.0925000000000001e-05,3.21636352
437,3.4847708573937415,1.095e-05,3.216159744
438,3.483280370384455,1.0975e-05,3.21614848
439,3.481763865277171,1.1000000000000001e-05,3.224263168
440,3.4804818481206894,1.1025e-05,3.22061568
441,3.4789642682671547,1.1050000000000001e-05,3.222084608
442,3.4771838564425708,1.1075e-05,3.223827968
443,3.4757168424129485,1.11e-05,3.22311424
444,3.4741145162284375,1.1125000000000001e-05,3.223914496
445,3.472805215194821,1.115e-05,3.252036096
446,3.4710463020205498,1.1175e-05,3.216781824
447,3.469317423477769,1.1200000000000001e-05,3.2148736
448,3.467590368613601,1.1225e-05,3.217263104
449,3.4658742208778857,1.125e-05,3.21689856
450,3.4640195340663196,1.1275000000000001e-05,3.222674432
451,3.461899250894785,1.13e-05,3.231478784
452,3.4602277156710626,1.1325e-05,3.217990144
453,3.4580790080875157,1.1350000000000001e-05,3.220089344
454,3.45653039008379,1.1375e-05,3.214764544
455,3.4547616717219354,1.1400000000000001e-05,3.223017984
456,3.4528482089191677,1.1425000000000002e-05,3.231131136
457,3.450527441725135,1.145e-05,3.261712384
458,3.4486449372768404,1.1475000000000001e-05,3.227458048
459,3.4469351541996,1.1500000000000002e-05,3.231070208
460,3.4454723784327506,1.1525e-05,3.219763712
461,3.4436890167742966,1.1550000000000001e-05,3.218146304
462,3.441851035878062,1.1575000000000002e-05,3.245577728
463,3.439915905967355,1.16e-05,3.217383424
464,3.4376158737391234,1.1625000000000001e-05,3.217549312
465,3.4356921479851006,1.1650000000000002e-05,3.215951872
466,3.433416908606887,1.1675000000000001e-05,3.215714816
467,3.431383431851864,1.1700000000000001e-05,3.219082752
468,3.4295485343039034,1.1725e-05,3.216978432
469,3.427039939388633,1.175e-05,3.2162048
470,3.4249033096432684,1.1775e-05,3.216126464
471,3.4236119052022698,1.18e-05,3.217397248
472,3.4212305153906346,1.1825e-05,3.216387584
473,3.41892012283206,1.185e-05,3.224263168
474,3.4171624207496643,1.1875e-05,3.22237696
475,3.4146172387897966,1.19e-05,3.240026112
476,3.413066879287362,1.1925e-05,3.2179072
477,3.4110687784850597,1.195e-05,3.219287552
478,3.4088019209355114,1.1975e-05,3.223092736
479,3.406320454850793,1.2e-05,3.213634048
480,3.404123223796487,1.2025000000000001e-05,3.22332928
481,3.4025747868418694,1.205e-05,3.232958464
482,3.400339018702507,1.2075e-05,3.213536768
483,3.3983367750793696,1.2100000000000001e-05,3.216896
484,3.3960338386893274,1.2125e-05,3.226499072
485,3.3935247568041085,1.215e-05,3.244154368
486,3.3911213229596613,1.2175e-05,3.215418368
487,3.388011744469404,1.22e-05,3.214674944
488,3.3859617855399846,1.2225e-05,3.223064064
489,3.3835258090496065,1.225e-05,3.21667584
490,3.3810814146697523,1.2275e-05,3.21564672
491,3.378644745796919,1.23e-05,3.213536768
492,3.376099797487259,1.2325e-05,3.216812032
493,3.373167076930404,1.235e-05,3.228957696
494,3.370599850341678,1.2375000000000001e-05,3.221963776
495,3.3676698711514472,1.24e-05,3.218146304
496,3.3655297417938708,1.2425e-05,3.215649792
497,3.363005441874266,1.2450000000000001e-05,3.22899456
498,3.359596519768238,1.2475e-05,3.232191488
499,3.3566295739263294,1.25e-05,3.246109184
500,3.353566962853074,1.2525000000000001e-05,3.218377728
501,3.3506563562899827,1.255e-05,3.228616704
502,3.3476182003319264,1.2575e-05,3.218373632
503,3.344457943737507,1.2600000000000001e-05,3.226960384
504,3.3416108517348766,1.2625e-05,3.219004416
505,3.338587667942047,1.2650000000000001e-05,3.218076672
506,3.3364390587061643,1.2675000000000001e-05,3.234083328
507,3.3337015429884196,1.27e-05,3.219094528
508,3.33033387593925,1.2725000000000001e-05,3.22409984
509,3.3271792914718388,1.2750000000000002e-05,3.222956032
510,3.3234740521758797,1.2775e-05,3.234864128
511,3.3206774476915597,1.2800000000000001e-05,3.230604288
512,3.3175037394464018,1.2825000000000002e-05,3.217243136
513,3.3145246059447526,1.285e-05,3.222804992
514,3.311250285729766,1.2875000000000001e-05,3.216796672
515,3.3083021518588067,1.29e-05,3.229607424
516,3.30531269736588,1.2925e-05,3.215970816
517,3.3020178215950726,1.2950000000000001e-05,3.214935552
518,3.2988592015206812,1.2975e-05,3.218759168
519,3.295411565601826,1.3000000000000001e-05,3.216464896
520,3.291945457458496,1.3025000000000002e-05,3.216415232
521,3.28867496855557,1.305e-05,3.217034752
522,3.2856466630101204,1.3075000000000001e-05,3.219799552
523,3.282345636412501,1.3100000000000002e-05,3.217253376
524,3.2789757995307447,1.3125e-05,3.239710208
525,3.2753595639765263,1.3150000000000001e-05,3.217733632
526,3.2716702014952896,1.3175000000000002e-05,3.22252288
527,3.2685106413811447,1.32e-05,3.216411648
528,3.265513060465455,1.3225000000000001e-05,3.215682048
529,3.261917284876108,1.3250000000000002e-05,3.21660672
530,3.257787511572242,1.3275e-05,3.214687232
531,3.2546472282707692,1.3300000000000001e-05,3.218034176
532,3.2515534278005362,1.3325000000000002e-05,3.22913536
533,3.2478898561745884,1.3350000000000001e-05,3.219799552
534,3.244862337037921,1.3375000000000002e-05,3.216976896
535,3.241113539263606,1.3400000000000002e-05,3.217059328
536,3.23710706807673,1.3425000000000001e-05,3.217043968
537,3.2334241335839033,1.3450000000000002e-05,3.217137152
538,3.2301880945265293,1.3475000000000002e-05,3.225106944
539,3.2266553775966167,1.3500000000000001e-05,3.246179328
540,3.2230787919461727,1.3525000000000002e-05,3.219028992
541,3.219138111770153,1.3550000000000002e-05,3.214824448
542,3.2158172213286162,1.3575000000000001e-05,3.23002624
543,3.2120364555716514,1.3600000000000002e-05,3.222404096
544,3.208471457436681,1.3625e-05,3.22342912
545,3.204364162608981,1.3650000000000001e-05,3.21775616
546,3.2012452146410943,1.3675000000000002e-05,3.217214976
